,tweet,label (KMeans),label (HAC)
910,OMNIBUS LAW :  Bangkitnya Bank Syariah Bisa Melebarkan Sayap Usahanya Dengan Segment Baru Pemerintah Membuka Kesempatan Itu. Manthullll Pakdhe @jokowi @Dita_ayu04 @Ikhaamina @kertodiharjo @SatyaJogja_ @ary_moto  https://t.co/8MT2BOuJun,1,0
911, https://t.co/ZB24s3u764  Ternyata dlm omnibus law ada kewajiban dri calon jamaah hrs ada setoran  awal  ke pemerintah (seperti ONH sebesar) *Rp. 10 jt* jika ingin dapat kursi umroh. Padahal umroh kan bsa pergi kapan saja.  Olalaaa...,1,0
912,"@tvOneNews @nurshanti_kamal Sabarlah, ntar omnibus law yg urus. Toh jg skrg banyak tuh bantuan2 yg diadain pemerintah. Ada Kartu Pra Kerja, ada BST (ada khusus buat buruh gaji minimal 5 jt ke bwh), ada lg tuh Banpres. Realita +62. Kpn UU menyejahterakan rakyat klo gini? 🤭",1,0
913,"Saya Kira cukup Adil pemerintah ngambil keputusan ini..karena ekonomi Kita terkontraksi sangat dalam gara2 Pandemi, kalaulah KSPI protes cuekin aja, giliran omnibus law Demo2 terus giliran upah minimum pingin dinaikkan..yang bijaklah Kita melihatnya.  https://t.co/keI0C47GhK",1,0
914,"Berani itu tidak hanya Kontra pemerintah, berani dengan bersikap mendukung pemerintah bisa juga. Resiko nya jg ada, Yg kemaren2 dukung omnibus dah diserang jg. 🤭🤭🤭",1,0
915,"Satu lagi yg perlu yang jadi concern. Pemerintah itu upeti sana sini. KLHK yg harusnya jadi pelindung konservasi, udah gaada tajinya. Mau bilang 'ntar dibuat hukumnya biar ga expand' halah ndasmu le leee. Liat itu omnibus. Bisa gantiin smua hukum yg berlaku sbelumnya.",1,0
916,Serius nanya lapan alias lembaga antariksa kalo ga neliti planet emang mereka ngapain?   Berharap mereka bakal nyelesaiin omnibus law? Ya enggak kan...   Ini pikiran gw yg terlalu skeptis apa emang gw gampang percaya sama pemerintah si😭😭,1,0
917,"Kita ketinggalan dlm regulasi, Birokrasi terlalu gemuk dan aturan kita saat ini satu sama lain juga tidak sinkron sehingga kemudian pemerintah, dalam hal ini Pak Jokowi mengambil inisiatif utk membuat apa yang disebut Omnibus Law  Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam",1,0
918,"Firman menyebutkan masyarakat yang menolak UU Cipta Kerja sebenarnya tidak melihat secara utuh mengenai Omnibus Law tersebut, sehingga langkah pemerintah memang sudah tepat adanya UU Cipta Kerja ini.  #OmnibusLawUntukRakyat #OmnibusLawUntukUmkm #OmnibusLawSolusi",0,0
919,"Kita harus memberikan dukungan untuk pemerintah yang berusaha untuk keluar dari situasi yang sulit. Dengan omnibus law, Jokowi-Ma'ruf ada dipihak para buruh #BuruhBersamaJokowi  https://t.co/Mr1zJCpxIh",0,0
920,"@infobdg Rasanyaa semua keputusan pemerintah skrg, dri omnibus ampe ini sesuai dengan maunya perusahaanku wkwkkwkwwk gils gilss sigana mah konsul hela ka siopung..",1,0
921,Tidak Benar! Omnibus Law UU CiptaKer membawa kemunduran pada sektor lingkungan. Baca detail pasal LHK dan menunggu dalam bentuk Peraturan Pemerintah (PP). #BarisanProKerja #CiptaKerjaLindungiAlam  @Ikhaamina @LintangTerakhir @PokokmenYujo @TariGiboo  https://t.co/sAf53IPW3l,1,0
922,UU CIPTA KERJA SANGAT MENGUNTUNGKAN BURUH Undang-undang (UU) Cipta Kerja Omnibus Law yang disahkan oleh pemerintah telah memantik problem baru di Tanah Air. #CiptaKerjaLindungiAlam,1,0
923,"Bahas UU Omnibus Law Dengan Beberapa Pakar, PMII Mataram Meminta Pemerintah Kaji Ulang -  https://t.co/eNg69JPTN2  https://t.co/YRH1BvT0TT",0,1
924,"Pertanyaannya, kenapa mereka begitu menolak terhadap UU Omnibus Law ini? Sejauh penulis ikuti, banyak juga yang akhirnya menyerang pemerintah dengan berita hoax hanya karena Omnibus Law yang terkait lingkungan ini?   Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam",1,0
925,"Jadi Omnibus Law tidak merusak lingkungan, justru Omnibus Law malah mencegah perusahaan dari merusak lingkungan, karena sebelumnya perusahaan harus membayar kepada pemerintah uang jaminan.   Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam",1,0
926,"Gaada habisnya pemerintah bikin kebijakan tanpa kebajikan,blm juga selesai masalah omnibus law skrg mau menggusur pulau komodo yg seharusnya dijaga dan dilindungi  Komodo komodo teman baikku",1,0
927,"Dan Jokowi menegaskan, itulah semangat dari berbagai kebijakan pemerintah, salah satunya kelahiran UU Ciptaker Omnibus Law.  Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam",1,0
928,"“Karena kita sangat ketinggalan dalam regulasi. Birokrasi juga terlalu gemuk dan aturan kita saat ini satu sama lain juga tidak sinkron sehingga kemudian pemerintah, mengambil inisiatif untuk membuat apa yang disebut Omnibus Law. #CiptaKerjaLindungiAlam",1,0
929,"@Dennysiregar7 @jokowi @kemkominfo Benar, bang. Kominfo sangat minim perannya dalam sosialisasi Omnibus Law. Malah kalah dgn media2 mainstream yg anti pemerintah. Mungkin perlu bersih2 di Kominfo juga.",1,0
930,"UU Omnibus Law Cipta Kerja dibuat untuk merespon keluhan masyarakatdan buruh, bahwa pemerintah itu lambat di dalam menangani proses perizinan berusaha.  Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam  https://t.co/zwKuyxeund",1,0
931,Pemerintah terus bekerja keras untuk mengindikasikan kepada publik tentang UU Omnibus Law sehingga memiliki pemahaman yang sama bahwa UU Cipta Kerja sungguh untuk masa depan Indonesia.  Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam  https://t.co/0HiHRVMop3,1,0
932,"Melalui Omnibus Law Cipta Kerja, Pemerintah akan membentuk sovereign wealth fund Yang kedepan akan memiliki peranan untuk mengelola investasi Pemerintah   Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam  https://t.co/WiF2cxTlFH",1,0
933,"Selain itu, dengan Omnibus Law, kewenangan daerah dalam urusan pertanahan dan Minerba juga akan dilucuti, sedangkan pemerintah pusat akan berwenang penuh untuk memutuskan kelanjutannya.  Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam",1,0
934,"Tujuan Omnibus Law  Kemudahan, Perlindungan dan Pemberdayaan UMKM serta Perkoperasian. Peningkatan ekosistem investasi, Kemudahan berusaha.  Investasi Pemerintah Pusat dan percepatan proyek strategis nasional. Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam  https://t.co/jY9d53kH6M",1,0
935,Pemerintah akan menjadi keras kepala dan tetap melakukan pengesahan terhadap RUU Omnibus Law  Cipta Kerja.,0,0
936,"Tiga aktor dalam konflik Omnibus Law Cipta Kerja menunjukan pada tiga konteks posisi, kepentingan dan kebutuhan yang berbeda. Kendalinya ada pada pemerintah.",1,0
937,"Pengamat Politik Marwan Batubara juga mengungkap dampak lain dari Omnibus Law terhadap kewenangan pemerintah daerah dalam menyusun kebijakan strategis daerahnya, misalnya reklamasi di teluk Jakarta.  Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam",1,0
938,"Pemetaan Konflik Dalam konflik UU Omnibus Law Cipta Kerja melibatkan dua pihak yang menjadi pihak-pihak inti yang bertikai, yaitu pemerintah dan buruh.",0,0
939,Pemerintah memastikan tdk ada penghapusan izin analisis dampak lingkungan ( Amdal.) dlm UU Cipta Kerja atau Omnibus Law di sektor lingkungan #CiptaKerjaLindungiAlam  https://t.co/wQ06KlSP79,0,0
940,"UU Omnibus Law untuk merespon keluhan masyarakat, bahwa pemerintah itu lambat dlm menangani proses perizinan berusaha, peraturannya tumpang tindih.  Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam  https://t.co/RXqYH1kz16",1,0
941,"Omnibus Law UU Cipta Kerja akan mendorong reformasi regulasi dan debirokratisasi, sehingga pelayanan pemerintah akan lebih efisien, mudah dan pasti.  Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam  https://t.co/PwWkMaluTI",1,0
942,"Jadi Omnibus Law tidak merusak lingkungan, justru Omnibus Law malah mencegah perusahaan dari merusak lingkungan, karena sebelumnya perusahaan harus membayar kepada pemerintah uang jaminan. #CiptaKerjaLindungiAlam",0,0
943,"Pertanyaannya, kenapa mereka begitu menolak terhadap UU Omnibus Law ini?   Banyak juga yang akhirnya menyerang pemerintah dengan berita hoax hanya karena Omnibus Law yang terkait lingkungan ini?   Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam",1,0
944,"bahwa Omnibus Law tidak merusak lingkungan. Hal ini perlu, karena ini sering menjadi bahan gorengan oleh para SJW (Social Justice Warrior) laknat untuk mengadu domba pemerintah dan masyarakat. #CiptaKerjaLindungiAlam Jaga dirimu dari kovid",1,0
945,"Kalo diliat-liat argumen pembelaan dari ""pendengung"" Pemerintah ini bener-bener basi ya. Sama semua.  Penanganan COVID-19 amburadul: ekonomi.  Omnibus Law: ekonomi.  ""Wisata Premium"" Taman Nasional Komodo: iyak, betul!! Ekonomi lagi!!",1,0
946,"Masyarakat Indonesia harus mengetahui bahwa Omnibus Law tidak merusak lingkungan. Hal ini perlu, karena ini sering menjadi bahan gorengan oleh para SJW laknat untuk mengadu domba pemerintah dan masyarakat.  Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam    https://t.co/4xpOxjbh5w",1,0
947,"Sejauh penulis ikuti, banyak juga yang akhirnya menyerang pemerintah dengan berita hoax hanya karena Omnibus Law yang terkait lingkungan ini?   Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam",1,0
948,"Omnibus Law malah mencegah perusahaan dari merusak lingkungan, karena sebelumnya perusahaan harus membayar kepada pemerintah uang jaminan. Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam  https://t.co/zUhSIfe0XU",1,0
949,5. Reformasi struktural dilakukan utk membenahi regulasi dan birokrasi scr besar²an Itulah semangat dr kebijakan pemerintah salah satunya kelahiran UU Ciptaker Omnibus Law  Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam,1,0
950,4. Omnibus Law merupakan bentuk komitmen pemerintah utk menerapkan kebijakan pembangunan berwawasan lingkungan  Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam,1,0
951,"3. Meskipun terjadi pandemi Covid, pemerintah berkomitmen utk terus melakukan reformasi struktural, salah satunya melalui Omnibus Law  Jaga Dirimu Dari Kovid #CiptaKerjaMelindungiAlam",1,0
952,Dengan UU Omnibus Law Reklamasi Teluk Jakarta Menjadi Kewenangan Pemerintah Pusat ! Yang Selama Ini Tidak Jelas Dibawah Naungan Pemprov DKI ! Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam   https://t.co/noCdXVQgQ1,1,0
953,ada omnibus law protes nyusahin buruh. dibikinin jurassic park buat naikin taraf hidup org sana jg gamau hadeh. bkane pro pemerintah tpi gedek ae opo2 salah trs aku sampek ga hbs pikir,1,0
954,#LoncengKematianRI   https://t.co/2p2p2Aujr9  Ternyata dlm omnibus law ada kewajiban dri calon jamaah hrs ada setoran  awal  ke pemerintah (seperti ONH sebesar) *Rp. 10 jt* jika ingin dapat kursi umroh. Padahal umroh kan bsa pergi kapan saja.  Olalaaa...😨😨,1,0
955, https://t.co/2p2p2Aujr9  Ternyata dlm omnibus law ada kewajiban dri calon jamaah hrs ada setoran  awal  ke pemerintah (seperti ONH sebesar) *Rp. 10 jt* jika ingin dapat kursi umroh. Padahal umroh kan bsa pergi kapan saja.  Olalaaa... #UmrohUdahKayakPergiHaji 😨😨,1,0
956,@liwoso_luther @CNNIndonesia Sebelum pendemo harus nya DPR dan Pemerintah dulu dong. Harus nya mereka bisa mensosialisasikan dengan baik omnibus law tuh apa. Lu nyuruh orang2 pada baca 1000 lebih halaman Undang2 apa gimana?,0,0
957,Posisi Pemerintah dan Koalisi Super Kuat atas Omnibus Law   https://t.co/2supLebOP3  @MardaniAliSera   #Nasional #Politik #PKS #Oposisi #Koalisi #Hukum #OmnibusLaw,0,0
958,Investasi memang mampu memberikan solusi perekonomian dengan lebih baik. Pemerintah pun menginisiasi terbitnya RUU Omnibus Law Cipta Kerja untuk memajukan Indonesia secara lebih merata.  OmnibusLaw Oke Banget #OBLMudahBangunUsaha  https://t.co/TbYohc7X6p,1,0
959,"Dalam upaya untuk mempermudah perizinan usaha dan investasi, pemerintah tengah menyiapkan Omnibus Law mengenai perizinan berusaha.   https://t.co/uNmoPhA5kQ OmnibusLaw Oke Banget #OBLMudahBangunUsaha  https://t.co/IZtzmTsQAJ",0,0
960,Pemerintah menyiapkan Omnibus Law mengenai perizinan berusaha. Hal ini sebagai upaya pemerintah mempermudah perizinan usaha dan investasi.  https://t.co/Xt28Lwh1FS OmnibusLaw Oke Banget #OBLMudahBangunUsaha,0,0
961,"Firman menyebutkan masyarakat yang menolak UU Cipta Kerja sebenarnya tidak melihat secara utuh mengenai Omnibus Law tersebut, sehingga langkah pemerintah memang sudah tepat adanya UU Cipta Kerja ini.",0,0
962,sebagai upaya pemerintah mempermudah perizinan usaha dan investasi maka lahirlah UU Cipta Kerja Omnibus Law OmnibusLaw Oke Banget #OBLMudahBangunUsaha  https://t.co/sCv3SSLT2S,1,0
963,Para pelaku UMKM tentu akan gembira dengan kemudahan2 yang dihadirkan pemerintah lewat Omnibus law  #OBLMudahBangunUsaha,0,1
964,[ 🌻🌻 SERUAN AKSI: HADIRI PERNIKAHAN PEMERINTAH &amp; OLIGARKI 🌻🌻 ]  Hidup Mahasiswa! Hidup Buruh! Hidup Rakyat Indonesia!  Kongkalinglong Pemerintah dan Oligarki terasa begitu romantis sampai mampu melahirkan Omnibus(uk) Law.  https://t.co/2I2eXl8ttN,1,0
965,"Dalam upaya untuk mempermudah perizinan usaha dan investasi, pemerintah tengah menyiapkan Omnibus Law mengenai perizinan berusaha.    OmnibusLaw Oke Banget #OBLMudahBangunUsaha   https://t.co/xkJryOp4Eo",0,0
966,"Melalui Omnibus Law Cipta Kerja, pemerintah akan membentuk Sovereign Wealth Fund (SWF)  OmnibusLaw Oke Banget #OBLMudahBangunUsaha  https://t.co/tff0uNUtLD",1,0
967,Omnibus law yang di sahkan Pemerintah harapannya benar-bemar memperluas lapangan pekerjaan sehingga mengurangi angka pengangguran #OBLMudahBangunUsaha  https://t.co/MjxRngI6eE,1,0
968,"Ketirnya, menyangkut suhu politik nasional dimana Pemerintah Jokowi yang dianggap pro Cina menghadapi gejolak berkelanjutan aksi buruh dan mahasiswa akibat kebodohan dalam memproduk UU ala komunisme, Omnibus Law.",1,0
969,Omnibus Law UU Ciptaker Menyerap Tenaga Kerja Produktif  #UUCiptaKerja  #pemerintah  #OmnibusLawBasmiKorupsi  https://t.co/z96agBTeBF,0,0
970,"Soal UU Omnibus Law, Achmad: Tak Mungkin Daerah Seluas Ini Diurus Oleh Pemerintah Pusat Saja  https://t.co/xWz8L7sUJ4",0,1
971,"@kumparan Agar tidak demo??? Lah kemarin Demo Omnibus udah jelas2 di seluruh Indonesia ada undangannya utk turun ke Jalan... Kok bisa2nya di tengah PSBB diizinkan??? Kalau pemerintah daerah lain mengizin kan, wajar aja karna tidak ada PSBB...",1,0
972,Pemerintah mengeluarkan Omnibus Law yang berdampak baik dan menguntungkan bagi para pekerja terutama buruh #BuruhPastiMakmur  https://t.co/hgKMG4EDKL,0,1
973,@tanyainrl Kalo emang ga ada tujuannya pemerintah tb tb bikin workfromhome apaan? Mereka tau ekonomi kita makin lemah kalo wfh gini. Mana mau mereka ngebiarin ekonomi Indonesia lemah kan. Orang yg dipikir masi cuan cuan cuan apalagi ada omnibus law kemaren,1,0
974,Sebelas Cara Pemerintah Bungkam Demonstran Tolak UU Omnibus Law  https://t.co/t5ghNloii7  https://t.co/aXUpRHebK9,0,1
975,"Nantinya dengan adanya omnibus law yang sedang dibahas oleh Pemerintah dan DPR terkait koperasi dan UMKM,  OBL Legacy Jokowi #OBL10TahunKedepan",0,0
976,"@ToduhoZaitun RUU Omnibus Law adalah aturan dari pemerintah yang dijamin akan menguntungkan para pekerja. Karena ada banyak harapan bagi mereka, seperti penciptaan lapangan kerja baru, jadi jumlah pengangguran akan berkurang. jadi kenapa harus di tolak? hmmmmm",1,0
977,"Terlalu byk peninggalan pemerintah skrg yg bakal menyusahkan di masa dpn, 2 tahun terakhir aja udh dpt UU KPK + omnibus, dampaknya gak langsung tapi liat beberapa tahun kedepan  Oia mereka masih menjabat 4 tahun lg, mau ngasih peninggalan apalagi tuhh  https://t.co/QFoiD1VJLs",1,0
978,Pandemi dijadikan alasan? Apa pemerintah tidak yakin dgn kekuatan omnibus law utk mendongkrak perekonomian? 💩,0,0
979, https://t.co/pjOrior78c  Ternyata dlm omnibus law ada kewajiban dri calon jamaah hrs ada setoran  awal  ke pemerintah (seperti ONH sebesar) *Rp. 10 jt* jika ingin dapat kursi umroh. Padahal umroh kan bsa pergi kapan saja.  Olalaaa...Umroh ga bs kpn aja.,1,0
980,Omnibus Law: Cipta Kerja Momen Tepat Pemerintah Ciptakan SDM Unggul   #omnibuslaw #UUCiptaKerja    https://t.co/6VeijxAgIK,0,0
981,"@__Dolphine3131 @5lSaver9l9_____ @callysta07 @gobeth3 @dwiki_411 @bhakti_yudi @pejuangreceeeh @mujahidPembela @andarsonwinoz @RatulangiSamy @jaluciparay @CappucinO0606_ @WidjayaChakra @aka_abzhary @AntoSan1201 @tukangtagar @HidayatSaja1 @Bedjo57582 @5412wo_00 @Tr3ite @MEffendi03 @bajullurik @__k1n9f4ty12a7a @Muchlisthassant @arkha74161955 @OdriSeva @Syam42933824 @MbahuRekso1796 @DayatPondok @Gamora1472 @RajaMuda_20 @syeifm @jois37 @myputun @ChengHo48078612 @irawan_djoko @Sriharmini12 @MohImro71177902 @Ary12_10 @sueb_soleh @Mang_Iyep08 @Bunda_Vii @SaptoniAhmad @Wbronggolawe @bahreini00hrp @Saadri4 @zul_fitriah @SSekampung @DewiMAJID2 @AzrielFirdaus3 YANG BUSUK BUKAN HANYA DPR. PEMERINTAH JUGA BUSUK!  RUU itu yang usulkan pemerintah. DPR membahas.   Omnibus Law, RUU BPIP, RUU Corona, Revisi UU KPK, Revisi UU BI itu yang usulkan pemerintah Jokowi. Jokowi petugas Partai.   #LoncengKematianRI",1,0
982,"Suara rakyat untuk rakyat hanyalah ilusi, faktanya omnibus law rakyat berkoar2 menolak malam pemerintah tak mengindahkan, hanya khilafah solusi terbaik negeri ini   #CintaNabiTegakkanSyariah  #CintaNabiIndonesiaBerkah  #CintaNabiCintaAturanNya  #CintaNabiLenyapkanKezaliman",1,0
983,"@SheeraKe Nah kalo di balik pernyataannya gmna, Tempo melaksanakan UU itu untk sbg contoh biar pemerintah liat itu efek pelaksanaan omnibus law jk di terapkan. Rakyat jg bisa lihat efeknya. Gmna menurut anda ?",1,0
984,"@akangabu @potretlawas Gaya bahasanya khas influencer. Mirip2 sm yg kmaren bilang ""udah baca semua naskah omnibus law blom?""  Pemerintah nguap aja skrang rakyat udh minim kepercayaan bos. Rakyat lbih percaya sm suara pihak2 independen yg gak punya kepentingan politik atau apapun.",1,0
985,"Komodo bukan pengalihan isu, tapi keangkuhan lanjutan dari pemerintah setelah omnibus law. Penting semua.",0,1
986,3 alasan yang menjadi perhatian pemerintah untuk membuat Omnibus Law buat kemakmuran rakyat   #jokowipeduliumkm   #OBLJaminHakBuruh  https://t.co/aRb9TrKHW3,0,1
987,"masalah surat menyurat dan birokrasi, kan emang ribet, lama, dan kompleks di indonesia ini. kayak gak tau aja. kan itu yg mau ditebas sama pemerintah melalui omnibus law. tapi.. ah yaudalah. tar gua dibilang buzzer pro rezim lagi males gue ngentot",1,0
988,"Pada akhirnya bacot kita lewat aja gitu. Mau save biawak kek, mau Tolak Omnibus Prime Law kek. Jago juga nih pemerintah Greenland meredam isu.",1,1
989,heran maunya pemerintah itu apasih bikin rakyat meradang belum selesai omnibus law sekarang komodo gak tau apa-apa disakitin #SaveKomodo,1,0
990,Sebenarnya pemangkasan jabatan begini di instansi pemerintah pusat/daerah mempercepat proses birokrasi dengan instruksi menteri sudah cukup kok ya malah bikin UU Cipta Kerja (Omnibus Law) dengan alasan memangkas birokrasi.,1,0
991,"Komodo, kebakaran kejagung dll pengalihan isu dari omnibus law. Kita di suguhi sejuta masalah, terus tinggal digiring opininya sama pemerintah.",1,0
992,"Demokrat siap bantu pemerintah menyempurnakan UU Omnibus Law, agar memenuhi unsur adil bg smua pihak (growth with equity).  https://t.co/X36Yq09JQW",1,0
993,Pemerintah Mewajibkan Seluruh Kementrian &amp; Lembaga Untuk Berpartisipasi Membeli Produk &amp; Jasa dari UMKM. Tervakup Di Dlalam UU Omnibus Law.  #RegulasiCepatUMKMSejahtera  https://t.co/lKZebQMB5z,1,0
994,"@detikcom Daripada ngurusin omnibus law dengan tujuan investasi yg rumit, kenapa pemerintah gak mulai dari hal yang sederhana. Kemudahan pengurusan dokumen kependudukan misalnya, hal simpel gini aja masih sulit, malah sibuk ngurusin yang besar besar.",1,0
